srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
661451,2013-04-07 22:12:59,12,99,,,55,22751,4,4.0,0,3.61,,5.43,22,184.54,0,10231,4,28,2,2,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
444471,2013-02-28 14:12:38,5,219,,,219,27142,4,4.0,0,3.09,0.1384,5.41,4,209.0,0,26067,2,8,2,0,1,1,,278.59,1,,,,0.0,0.0,,0.0,0.0,10.0,,,,0.0,0.0,,,,,,,,0.0,0.0,10.0,0,,0
348511,2013-06-19 12:46:44,5,219,2.29,86.93,219,124590,3,3.0,1,1.95,0.0021,0.0,28,85.0,0,26458,3,5,1,0,1,0,,691.68,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
255239,2013-01-18 13:24:58,5,219,,,219,114866,2,3.0,1,0.0,0.0047,4.45,15,80.0,0,21232,2,1,2,0,1,1,,,0,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,,1.0,0.0,23.0,0,,0
246281,2013-06-19 09:14:56,5,219,3.67,184.63,219,40598,3,3.0,1,1.95,,0.0,26,125.0,0,9221,2,14,2,0,1,0,,308.38,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
7343,2012-11-11 08:29:00,5,219,,,219,82627,3,4.0,1,2.2,0.1441,4.76,16,93.0,0,20475,1,31,2,0,1,0,,217.45,1,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
604935,2013-04-17 22:39:28,5,47,,,31,138037,4,4.0,0,6.36,0.1264,5.84,30,361.0,0,23495,6,14,2,1,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
204457,2013-04-25 21:14:23,15,55,,,162,47815,4,3.0,0,1.61,,4.81,29,92.59,0,6092,1,72,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
260571,2013-02-03 13:56:20,32,220,,,220,20221,3,3.5,1,4.87,,4.93,31,155.06,0,6487,1,6,2,0,1,1,-16.9551,8.92,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
191307,2012-11-18 07:28:22,5,219,,,219,75864,3,4.0,0,1.79,0.1001,5.13,6,133.0,0,9258,2,8,2,2,1,0,,1027.89,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
170462,2012-11-23 17:00:16,15,55,,,219,101335,3,4.0,0,5.16,0.5897,5.23,12,160.28,0,17012,2,45,1,0,1,0,-18.0544,5331.39,0,,,,0.0,0.0,,-1.0,0.0,28.0,,,,-1.0,0.0,19.0,,,,,,,-1.0,0.0,19.0,0,,0
499736,2013-05-21 08:54:10,5,219,,,219,107172,2,3.5,1,2.83,0.0122,4.67,28,99.0,0,26928,1,1,2,0,1,0,-8.0871,406.75,0,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
546352,2013-06-20 08:16:53,5,219,,,219,137498,4,4.0,1,4.19,0.0288,0.0,21,209.0,0,23904,1,1,2,0,1,1,,98.31,1,,,,1.0,0.0,4.0,1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
16345,2013-04-26 16:10:15,5,219,,,219,30417,3,4.0,0,4.76,0.2182,5.28,22,139.0,1,18933,2,69,1,0,1,1,-19.9111,3791.85,1,,,,1.0,0.0,7.0,,,,,,,1.0,0.0,7.0,,,,,,,1.0,0.0,7.0,1,,0
201982,2013-03-04 09:19:51,5,219,,,129,93426,4,4.0,0,2.94,0.0055,5.25,30,145.0,1,16076,16,98,1,0,1,0,,4935.86,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
512300,2013-05-23 12:50:41,14,100,,,99,139333,2,4.0,0,4.86,0.0922,4.76,28,131.97,0,4458,2,15,2,0,1,1,,4515.85,0,1.0,0.0,14.0,,,,,,,,,,1.0,0.0,14.0,,,,-1.0,1.0,16.0,,,,0,,0
458228,2013-03-06 12:46:52,19,158,,,15,35509,5,4.5,1,0.0,0.0074,5.87,8,190.61,1,8660,5,32,4,1,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
263587,2013-02-19 12:34:53,5,219,,,219,30695,2,4.5,0,0.0,,4.41,6,65.0,0,18661,1,4,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
570693,2013-05-29 08:14:12,5,219,,,219,126818,3,3.5,0,4.03,0.0205,4.99,4,89.0,1,23904,1,4,2,0,1,0,-18.4247,212.09,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
141723,2013-02-07 10:56:57,14,100,,,220,29659,4,3.5,1,2.08,0.0056,4.83,30,124.26,1,22043,3,17,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
8416,2012-11-22 09:12:54,24,216,4.0,134.19,216,64923,4,4.0,1,3.37,0.0873,4.85,7,223.08,1,20008,1,23,1,0,1,1,,,0,,,,1.0,0.0,22.0,-1.0,0.0,39.0,,1.0,,-1.0,0.0,16.0,,,,,,,,,,0,,0
378929,2013-05-21 11:39:17,5,219,,,219,43772,3,5.0,1,2.08,0.0142,4.7,3,84.0,0,20583,1,24,2,0,1,1,,293.58,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
384066,2012-12-12 13:12:19,5,219,,,219,8085,4,4.5,1,4.91,0.6724,5.55,25,129.0,0,4045,3,4,2,0,1,0,,206.63,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
135499,2013-01-09 09:19:59,14,100,,,100,139032,0,4.5,0,1.39,0.1423,4.81,9,658.16,1,877,3,37,1,0,1,1,,504.52,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
506708,2013-04-27 17:34:18,24,216,,,92,50608,4,4.0,0,4.49,0.1068,5.45,8,99.72,1,6991,3,32,1,0,1,0,,,0,,,,1.0,0.0,63.0,,,,-1.0,0.0,3.0,1.0,0.0,9.0,,,,,,,,,,0,,0
322852,2013-04-10 03:27:52,5,219,,,219,113930,3,4.0,1,1.61,,5.22,30,127.0,0,8023,1,93,2,1,1,1,,338.35,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
482568,2013-05-14 19:40:14,5,219,,,219,107318,3,4.5,1,2.64,,4.66,37,94.0,0,27957,1,8,1,0,1,0,,478.79,0,,,,-1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,0,,0
433103,2013-05-16 14:10:48,5,219,,,219,106196,2,3.5,0,3.0,,4.87,12,229.0,0,460,1,32,1,0,1,0,,387.47,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
212109,2013-05-10 04:30:13,15,103,,,103,86412,5,4.5,0,3.14,0.2065,4.72,4,82.94,0,12914,1,6,1,0,1,1,,,0,,,,1.0,0.0,10.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
331040,2013-06-09 16:19:05,5,219,,,219,88226,3,3.5,1,2.71,0.0021,0.0,20,84.0,1,7473,1,6,2,1,1,1,,196.39,1,,,,,1.0,,,,,,,,1.0,0.0,10.0,,,,,,,1.0,0.0,10.0,0,,0
474185,2012-11-26 09:55:38,5,219,,,219,26487,3,4.5,1,2.64,0.4107,5.05,4,114.0,0,17100,1,14,2,0,1,0,,40.95,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
59678,2013-04-09 06:42:45,5,219,,,219,81250,2,3.0,1,2.3,0.0272,4.35,36,90.0,0,1671,2,3,2,0,1,1,,132.3,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
371499,2013-06-30 15:37:04,5,219,,,219,134086,3,4.5,0,3.37,0.008,0.0,9,268.0,1,15307,4,87,2,0,1,0,,804.51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
607085,2013-06-17 15:28:47,5,219,,,219,130194,4,4.0,1,3.4,0.0183,0.0,31,132.0,0,24131,3,11,2,0,1,1,,196.46,0,,,,0.0,0.0,,0.0,0.0,8.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
613638,2013-06-20 10:28:10,32,220,4.07,238.38,219,8027,2,3.5,0,0.69,,0.0,18,74.5,0,8614,1,85,4,1,2,1,,11346.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
254253,2012-11-13 20:24:40,5,219,,,219,56064,5,5.0,1,4.62,0.0998,5.73,7,204.0,1,18774,2,18,2,0,1,1,,498.3,1,,,,1.0,0.0,9.0,1.0,1.0,9.0,,,,1.0,0.0,9.0,,,,,,,1.0,0.0,9.0,0,,0
57000,2013-06-14 11:55:15,14,100,,,100,107652,3,4.0,0,4.03,0.1768,0.0,10,148.48,1,21871,3,59,2,0,1,0,,2089.71,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
395325,2013-04-15 16:04:08,5,219,,,219,110648,3,4.0,1,3.09,0.2169,4.45,7,73.0,0,25017,1,5,2,1,1,1,,198.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
656513,2012-12-13 20:17:04,5,219,,,219,92809,3,4.0,1,2.71,0.0276,4.58,10,70.0,0,28201,1,10,2,1,1,0,,155.79,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
523111,2013-02-19 17:29:13,5,219,,,219,59645,2,3.0,1,1.95,,4.33,36,65.0,0,5574,1,34,2,2,1,0,,1422.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
48479,2013-01-29 12:42:39,5,219,,,219,130258,5,5.0,1,3.66,0.0407,6.13,24,264.0,1,15307,3,4,1,0,1,1,,11.84,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
491001,2013-06-07 08:02:08,5,219,,,219,57790,4,4.5,1,3.61,0.0101,0.0,30,149.0,0,4562,1,0,1,0,1,1,,882.63,1,1.0,0.0,33.0,,,,1.0,0.0,33.0,1.0,0.0,33.0,1.0,0.0,33.0,,,,,,,0.0,0.0,,0,,0
91155,2013-03-22 18:29:30,5,219,,,219,115311,4,4.0,0,3.26,0.1077,4.78,9,104.0,0,24131,1,109,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
275935,2013-04-10 17:08:16,5,219,,,219,106236,5,4.5,1,4.08,,5.72,24,239.0,1,2045,1,2,2,0,1,1,-18.8798,315.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
228963,2013-02-09 08:57:09,5,219,,,219,96712,3,4.5,1,1.61,,4.95,12,93.0,0,22131,2,6,2,0,1,1,,125.78,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,64.0,,,,,,,0.0,0.0,,0,,0
512613,2013-01-02 16:47:10,5,219,,,219,44091,3,4.5,0,0.69,,4.94,18,69.0,0,14900,2,23,2,0,1,1,,259.59,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
616975,2013-02-04 19:05:49,5,219,,,219,90662,4,4.5,1,2.83,,5.3,18,174.0,0,23475,3,3,2,0,1,1,,319.56,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
642608,2013-02-25 05:12:09,12,99,,,31,47111,5,4.5,0,1.79,0.037,5.17,4,87.51,1,18262,2,33,2,1,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
324954,2013-03-30 06:55:36,5,219,,,219,4215,3,4.5,1,2.48,0.0077,4.84,29,130.0,0,25384,1,0,2,0,1,1,-22.0083,122.57,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
486601,2013-06-01 11:06:21,5,219,,,219,8161,4,4.0,1,5.48,0.0262,5.77,19,199.0,0,26892,2,0,5,1,2,1,,,0,0.0,0.0,16.0,0.0,0.0,,0.0,0.0,,1.0,0.0,22.0,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
351054,2013-02-08 11:35:22,5,219,,,219,99533,2,3.0,1,2.94,0.1542,4.21,20,63.0,0,18712,1,1,2,2,1,1,,,0,,,,-1.0,0.0,9.0,,,,,,,1.0,0.0,3.0,,,,,,,-1.0,0.0,9.0,0,,0
204198,2013-02-19 09:09:53,5,219,,,219,11827,3,4.5,1,0.0,0.0384,5.59,10,185.0,0,4948,5,35,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
557612,2013-02-08 08:40:57,5,219,3.18,147.46,17,42271,4,4.5,1,2.89,0.3158,6.12,6,445.0,1,20498,4,14,1,0,1,1,,1156.46,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
345571,2013-04-23 22:02:06,15,55,,,219,6929,2,3.0,1,3.0,0.0818,4.75,21,143.25,0,18310,1,92,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
125813,2013-04-04 19:30:07,5,219,,,219,136397,2,4.0,1,1.95,0.585,4.62,3,85.0,0,27425,2,22,1,0,1,1,,157.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
428106,2013-05-05 20:28:30,18,129,,,100,372,4,5.0,0,1.61,0.0198,5.35,6,167.89,0,6792,13,378,2,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
21604,2012-11-01 16:29:25,14,100,,,100,27855,4,4.5,1,4.43,0.2306,5.45,20,142.5,1,12454,1,1,1,0,1,1,,23.73,0,,,,1.0,0.0,59.0,,,,,,,1.0,0.0,33.0,,,,,,,1.0,0.0,33.0,0,,0
562906,2013-02-17 07:09:12,5,219,,,219,42981,2,2.5,0,3.66,0.4118,4.87,8,110.0,0,11409,3,1,2,0,1,0,-7.1315,129.74,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,72.0,,,,,,,0.0,0.0,,1,402.09,1
396004,2013-06-05 08:39:07,5,219,,,219,78823,3,3.5,0,2.71,0.2375,0.0,9,119.0,0,19618,4,24,2,2,1,1,,,1,,,,1.0,0.0,25.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
476414,2013-02-05 09:23:48,5,219,,,219,131504,0,4.5,1,0.0,0.0145,4.69,35,99.0,0,27728,1,2,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
598105,2013-06-05 08:15:24,14,100,,,219,137514,5,4.5,1,4.74,0.1835,0.0,6,229.1,1,18774,7,87,2,0,1,0,,1435.9,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
273900,2012-12-12 14:16:45,14,100,,,100,12912,4,4.5,1,4.47,0.3725,5.48,15,141.2,0,12454,2,6,2,0,1,0,,17.22,1,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,0,,0
92752,2013-03-08 13:20:28,5,219,,,219,1230,3,3.5,0,5.83,0.6808,5.7,10,249.0,0,24700,1,1,1,0,1,1,,155.47,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
607564,2013-01-23 12:45:30,5,219,,,219,4396,0,2.0,0,0.0,0.0018,4.83,14,165.0,0,17685,3,81,2,2,1,0,,799.67,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
10889,2012-12-18 19:19:25,5,219,3.33,318.65,219,27705,4,4.0,1,3.0,0.1102,4.79,38,79.0,0,23452,1,4,2,0,1,1,,0.58,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
342415,2013-03-21 15:14:40,5,219,,,219,109409,3,4.5,1,2.77,0.0139,4.88,12,159.0,0,24232,1,1,2,0,1,1,,86.62,1,,,,-1.0,0.0,12.0,,,,,,,,1.0,,,,,,,,,,,0,,0
344029,2013-06-23 20:21:06,13,81,,,132,10190,3,0.0,0,2.89,,0.0,7,85.31,0,22356,2,18,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
344421,2013-01-17 17:52:20,5,219,,,219,74212,3,3.0,1,3.04,0.1211,4.74,29,60.0,0,12670,6,5,1,0,1,0,,1070.24,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
453853,2013-05-24 16:44:02,15,55,,,23,2841,5,4.5,0,5.43,0.1059,5.84,18,240.47,0,19304,1,11,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
529296,2013-05-03 19:43:44,5,219,,,219,11683,3,4.5,1,1.61,0.0301,4.83,9,139.0,0,1721,1,6,2,0,1,1,-18.8812,224.97,0,,,,,,,-1.0,0.0,9.0,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
564883,2013-03-13 22:55:45,9,59,,,59,121996,3,0.0,1,3.47,0.0421,4.67,8,76.49,0,16770,3,9,3,1,1,1,,290.46,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
503284,2013-03-09 06:04:30,5,219,,,219,43405,4,4.0,0,2.4,0.328,5.0,3,146.0,0,21913,2,39,2,2,1,0,,38.83,0,,,,,,,,,,,,,,,,,,,,,,,,,1,328.9,1
304909,2013-05-30 13:36:38,15,55,,,145,43970,4,3.0,0,3.89,0.3206,4.83,25,190.4,0,11947,5,34,1,1,2,0,,,1,,,,,,,,,,,1.0,,1.0,0.0,24.0,,,,,,,,,,0,,0
355,2013-01-21 13:43:08,5,219,,,219,58974,4,4.5,0,5.23,,5.86,32,537.0,1,8823,4,38,2,0,1,1,-36.1044,974.9,0,,,,1.0,0.0,4.0,,,,,,,-1.0,0.0,6.0,,,,,,,0.0,0.0,,0,,0
211866,2013-03-22 11:19:29,24,216,,,99,73836,3,4.0,1,1.39,0.0,4.49,3,87.03,0,13292,2,62,1,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,1.0,1.0,8.0,1.0,1.0,8.0,,,,0,,0
448712,2013-06-02 21:10:45,15,55,,,4,53092,4,3.0,0,0.69,0.0006,5.28,30,50.16,0,6678,1,1,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,8.0,,,,,,,,,,0,,0
165840,2012-12-27 14:34:16,15,55,,,55,129331,3,4.5,1,2.56,0.0133,4.73,14,78.89,0,10010,1,0,2,0,1,1,,,0,,,,,,,,,,,,,1.0,0.0,24.0,,,,1.0,0.0,102.0,,,,0,,0
602926,2013-04-30 18:10:29,5,219,,,219,92711,2,3.5,1,2.56,0.36,4.73,3,127.0,1,15888,2,10,2,0,1,1,,181.88,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,290.56,1
642043,2013-01-14 15:15:18,32,220,,,39,119588,4,4.0,0,4.3,0.0636,5.31,32,175.42,1,15122,3,105,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
659130,2013-04-11 12:24:06,5,219,,,219,105563,4,4.0,1,2.08,0.1856,5.39,3,145.0,0,22131,1,12,1,0,1,0,,211.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
232493,2013-04-09 07:22:54,5,219,,,219,134077,3,5.0,0,3.61,0.2506,5.36,6,159.0,1,20482,1,194,2,0,1,0,,137.03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
334058,2013-03-05 14:57:30,5,219,,,219,112607,4,4.5,1,2.77,0.0544,5.75,18,227.0,0,27730,6,61,4,0,2,0,,,1,,,,,,,-1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,4.0,0,,0
491041,2013-01-10 19:35:39,14,100,,,219,38286,2,4.0,0,5.18,0.7933,5.22,37,113.91,0,25556,2,8,2,0,1,1,,827.54,0,,,,0.0,0.0,,,,,,,,1.0,1.0,10.0,,,,,,,0.0,0.0,10.0,0,,0
520254,2013-05-20 22:36:53,15,55,,,117,108271,4,4.5,1,4.73,0.0947,5.03,3,125.1,1,15669,2,6,2,0,1,0,,,0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,19.0,,,,,,,,,,0,,0
320084,2013-02-28 14:48:28,12,99,,,216,103250,3,4.5,1,2.64,,4.71,24,77.05,1,27338,3,20,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
274663,2013-04-03 16:34:26,26,39,,,157,60230,5,2.5,0,3.04,0.083,5.33,29,179.22,0,4510,3,13,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
340402,2013-02-02 18:11:01,5,219,,,219,46486,4,4.5,1,2.77,0.0146,5.21,21,249.0,0,16570,1,1,2,0,1,0,,78.73,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
448987,2013-04-11 15:53:21,5,219,,,219,121736,4,4.0,1,3.64,0.1213,5.5,21,219.0,0,9265,1,7,1,0,1,1,,55.0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
153357,2013-03-10 08:11:30,5,219,,,219,29260,2,4.0,1,0.69,0.0085,4.31,8,60.0,0,6687,1,202,1,0,1,1,-40.0015,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
585479,2013-03-16 20:19:04,5,219,,,219,49197,3,3.5,1,1.61,0.0098,4.69,7,85.0,1,21344,1,81,2,2,1,0,,643.63,0,,,,,,,,,,,,,,,,,,,,,,,,,1,95.4,1
22439,2012-12-22 14:10:24,5,219,,,219,123584,3,4.0,1,2.08,0.0136,4.95,12,139.0,0,3602,1,9,2,0,1,0,,35.14,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
446512,2013-06-04 20:53:19,5,219,,,219,117513,3,4.5,1,2.94,0.0089,0.0,11,160.0,0,1986,1,10,2,2,1,1,,48.28,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
24125,2012-12-06 20:17:25,5,219,,,219,89536,3,4.0,1,2.56,0.1546,5.62,25,499.0,0,11173,1,6,1,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
469986,2012-11-06 16:53:00,5,35,,,219,51731,3,3.5,0,5.0,0.0788,5.16,29,114.0,1,23605,2,4,2,0,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,17.0,,,,,,,0.0,0.0,17.0,0,,0
21742,2013-02-07 13:31:45,15,55,,,31,769,3,4.0,0,4.17,0.4563,5.01,24,131.99,0,11239,4,63,2,1,1,1,,,1,,,,,,,,,,,,,0.0,0.0,16.0,,,,,1.0,,,,,0,,0
629333,2012-12-27 08:03:50,5,219,,,219,30684,3,4.0,1,2.94,0.0051,5.53,35,137.0,1,12582,8,207,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
352373,2013-05-25 15:08:24,5,219,,,219,80251,5,5.0,1,4.55,0.3262,6.21,14,775.0,0,17759,2,8,2,0,1,0,,802.38,0,,,,-1.0,0.0,27.0,-1.0,0.0,33.0,,,,0.0,0.0,23.0,,,,,,,-1.0,0.0,27.0,0,,0
636393,2013-02-04 12:24:32,14,219,,,32,115834,4,3.5,1,2.71,0.0206,5.3,15,159.19,1,16363,1,46,2,0,1,1,,4134.67,0,,,,,,,,,,,,,0.0,0.0,80.0,,,,0.0,0.0,,,,,0,,0
252376,2012-11-18 22:11:13,18,129,,,68,100708,4,0.0,0,1.1,,5.42,15,239.58,1,9603,1,95,2,0,1,1,,8274.56,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
562410,2012-12-06 16:09:39,18,129,,,129,72249,2,4.0,0,3.64,0.0066,4.7,31,95.95,0,11507,3,9,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,1.0,,,1.0,,,,,0,,0
478465,2013-01-19 09:14:40,22,92,,,219,43044,4,4.5,0,1.39,0.0112,5.32,31,234.94,0,25479,7,23,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
659092,2013-06-17 11:31:51,14,100,,,100,23921,3,4.5,1,1.39,0.14,0.0,7,153.15,0,24800,2,4,2,1,1,1,-13.6105,179.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
161381,2013-03-04 15:20:27,24,216,,,14,30180,3,3.5,0,3.76,0.0752,4.55,25,79.23,1,9387,2,7,2,2,1,0,,,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,29.0,,,,,,,,,,0,,0
411204,2013-03-15 19:10:31,32,220,,,220,93272,3,3.0,0,2.94,,4.86,6,117.62,0,18395,1,1,2,0,1,1,-40.7481,27.16,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,1,117.34,1
618427,2013-06-27 07:11:48,7,219,,,219,27974,4,4.5,1,1.1,,0.0,19,119.31,1,17248,1,4,1,0,1,0,,1610.73,0,,,,1.0,0.0,20.0,,,,,,,1.0,0.0,20.0,,,,,,,,,,0,,0
635921,2013-05-29 08:37:28,5,219,2.92,161.78,219,60832,2,3.5,0,1.61,0.0042,4.39,34,67.0,1,18774,2,12,1,0,1,0,,,0,,,,1.0,0.0,2.0,0.0,0.0,10.0,,,,1.0,0.0,6.0,,,,,,,1.0,0.0,6.0,0,,0
26809,2012-12-02 14:41:38,24,216,,,39,130850,4,4.0,0,4.57,,5.42,10,190.13,1,6879,2,10,2,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
344198,2013-06-29 16:09:43,18,129,3.0,81.71,215,123515,4,4.0,1,3.3,,0.0,25,110.58,1,5251,3,22,1,0,1,0,,737.86,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,10.0,0.0,0.0,,,,,,,,0,,0
294625,2013-02-10 13:28:33,5,219,,,219,26326,4,4.5,1,2.2,0.0992,5.81,3,400.0,0,14053,4,48,2,3,1,1,,915.88,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
174171,2013-04-26 20:59:24,32,220,,,31,130280,3,4.0,0,5.08,,5.24,24,154.15,0,12387,4,106,2,0,1,1,,9426.63,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
629725,2013-02-14 17:44:21,14,100,,,100,29680,4,4.5,0,2.89,0.0858,5.1,16,159.86,0,7683,1,3,2,1,1,0,,172.65,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
251878,2013-02-17 09:47:21,5,219,,,219,139976,3,4.0,0,3.04,0.0253,4.72,9,120.0,0,18547,3,46,2,0,1,1,,1198.99,1,,,,,,,,,,,,,-1.0,0.0,20.0,,,,,,,,,,0,,0
